tweet,tweet_processed,5epoch_model,7epoch_model,15epoch_model,100epoch_model
Everything is Bitter for INC!!,everything bitter inc,-0.012827546,-0.059079617,-0.13386449,0.014366608
How many semiconductor factories we have in india? How many are willing to build them here without any such scheme. Why did in the past 70 we didn't had any such factories?,many semiconductor factories india many willing build without scheme past 70 factories,-0.42101198,0.22095142,0.8055937,0.98244447
Paidaishi ho ya congress join karne ke baad hue ho,paidaishi ho ya congress join karne ke baad hue ho,-0.0055825436,-0.05656049,-0.12019294,0.033455245
Piddi se kuch na ho payega. Jyada soch mat. Le  kha,piddi se kuch na ho payega jyada soch mat le kha,-0.24646309,-0.1314563,-0.4011317,0.0306195
It is for national security india needs chips Incase there is emergency,national security india needs chips incase emergency,-0.07159549,0.06915261,-0.145823,0.014366608
If true challenge in court. Donâ€™t spread false narrative. Already one false narrative on Raffle fizzled out. Now your boss has to work on his disqualification. Save your energy.,true challenge court spread false narrative already one false narrative raffle fizzled boss work disqualification save energy,0.22559316,-0.5517417,-0.7726558,-0.8483879
"So what about technologies and job. That simply means government is buying huge opportunity, jobs and technology in $2 billion and you think it comes for free.",technologies job simply means government buying huge opportunity jobs technology 2 billion think comes free,-0.32882676,-0.28261143,-0.5001135,0.27293977
So how exactly does @INCIndia do bussiness in India.  Kitna profit milta hai Parivaar ko,exactly incindia bussiness india kitna profit milta hai parivaar ko,-0.16549087,-0.1200247,-0.20241587,0.018618356
"Okay..we trust you more than Modi.
Now go and fight election on this dubious analysis with no backing whatsoever.",okay trust modi go fight election dubious analysis backing whatsoever,-0.24648148,-0.08067692,-0.12731668,0.014366608
"Modi chose politics as career to make easy/quick money and for lavish life style; He never liked India as evident 
""If you want to test a man's CHARACTER, give him POWER"" -Abraham Lincoln (b. 1809)",modi chose politics career make money lavish life style never liked india evident want test man character give power lincoln b 1809,-0.02791859,-0.23682801,-0.040301953,-0.13949537
Behind Malaysia for a reason.. thanks to Congress,behind malaysia reason thanks congress,0.017003804,0.12844652,-0.11674127,0.061078362
To the naysayer in you since you have INC as your last name nothing better could have been expected from you anyways.,naysayer since inc last name nothing better could expected anyways,-0.3937732,-0.48941445,0.47929293,0.998083
Congressi chap,congressi chap,0.00035410887,-0.053716246,-0.18911974,0.014366608
"Every deal done by motee nd company is shady and will only bring loss to Indiaâ€¦
Hope these deals r alterableâ€¦
T",every deal done motee nd company shady bring loss hope deals r,0.011239869,-0.09395384,-0.11693562,0.014366608
Fake news being spread,fake news spread,0.22643216,0.23665608,-0.13142343,0.014366608
"Very true, the electoral bonds would have worked the deal.",true electoral bonds would worked deal,-0.20247388,-0.4129616,-0.30543572,0.014366608
@Rajeev_GoI are there any merits to these stories that are being peddled?,merits stories peddled,-0.055984113,-0.17624195,-0.20460063,0.014366608
"He's actually printed more money at the Mint and plans to circulate it, on behalf of Micron. In an inflationary market, more such money means, we're looking at upto 300% inflation, in the next quarter or year. And 2024 is effectively election year! Vegetables at price of silver.",actually printed money mint plans circulate behalf micron inflationary market money means looking upto 300 inflation next quarter year 2024 effectively election year vegetables price silver,-0.30013368,-0.393946,0.7996195,0.99661463
Ye kaisi deal hai ,ye kaisi deal hai,0.029622694,-0.0799247,-0.13134584,0.014366608
When a foreign leader deal with particular Buisness he should travel with his entire expert commite that included with humans resource. They verify deal vitality. Unfortunately when he visited his chatter plane stack with cheerleader. He knew he is already received 80yr. Whatevr,foreign leader deal particular buisness travel entire expert commite included humans resource verify deal vitality unfortunately visited chatter plane stack cheerleader knew already received 80yr whatevr,0.021949444,0.84778017,-0.36370474,-0.7776234
"Big failure to showcase Gujarat as favourite destination for investments by Modi.  When there are no talents available locally, no big deal in trying for this false opportunity. One more false propaganda.",big failure showcase gujarat favourite destination investments modi talents available locally big deal trying false opportunity one false propaganda,0.2911426,0.22998984,-0.73650265,0.11415918
Also- where did you find the details of the deal? Do you have a copy of the agreement? What is your source? Or are you just making it up based on Congress â€œsourcesâ€? You guys are not very good with facts and truth.,find details deal copy agreement source making based congress guys good facts truth,-0.5420695,-0.5322716,-0.046426266,0.9961856
"Biden took Feku, the Harvard Grad in â€˜entire MBAâ€™, for a ride & Bhakts think itâ€™s a win for Amrit Kaal.  In return, all Feku got was a state dinner with POTUS.

What Gujjus donâ€™t understand is US didnâ€™t become the most affluent & powerful country in the world by fluke or luck.",biden took feku harvard grad ride bhakts think win amrit kaal return feku got state dinner potus gujjus understand us become affluent powerful country world fluke luck,0.08733591,0.4942938,0.8532342,0.9990376
"Hope the Twitter writer has studied the deal discreetly and minutely. Anyway, there are Congress stalwarts in the Parliament. Let them take cue from this Twitter and nail the government. Let us see what the govt.has to say.",hope twitter writer studied deal discreetly minutely anyway congress stalwarts parliament let take cue twitter nail government let us see say,0.10610206,0.31619182,-0.11378145,0.018937396
Disappointed. I thought Gujus were better deal makers.,disappointed thought gujus better deal makers,-0.23445512,-0.23194459,0.097316734,0.48115087
Are u a Congress supporter? They see something bad in everything that Modi-ji does.,u congress supporter see something bad everything,0.21574326,0.3851146,-0.19719847,0.030175628
"While this isn't substantiated yet, we need to factor in the jobs it creates and the line opening to move to next steps ie. acquire core tech roles also..... justvlike an IT-outsourcer from US does not shift engn roles first bit started with L1/L2",substantiated yet need factor jobs creates line opening move next steps ie acquire core tech roles also justvlike us shift engn roles first bit started,-0.4052493,-0.57266027,0.41957408,0.99674374
Assembling is the first step to manufacturing.,assembling first step manufacturing,-0.3287427,-0.22169988,0.04894002,0.29512843
See if you can do better.  I believe this is an entry into the mysterious hush hush world of cutting edge technology...U are literally starting from zero....,see better believe entry mysterious hush hush world cutting edge technology u literally starting zero,-0.09335202,0.5143646,0.58938074,0.9939926
"Jobs created, revenue generated, knowledge gained etc., THINK BIG!!! Investment is a one-time thingâ€¦",jobs created revenue generated knowledge gained think big investment,0.03756741,0.05938936,-0.08508328,0.04306603
"1.Employment
2.What are the promoters holding in Pfizer,ABB,Siemens,Glaxo?.
3.We know Warren Anderson.....",promoters holding pfizer abb siemens glaxo know warren anderson,-0.0054414435,-0.04180036,-0.120079085,0.014695777
"Why would USA favor india anyway??? MODI is an incidental PM yo thr world ,he has no influence whatsoever, he has been played and this government doesn't even realize. He simply can't be a global leader and not respect democratic values. It doesn't work that way @BJP4India",would usa favor india anyway modi incidental pm yo thr world influence whatsoever played government even realize simply ca global leader respect democratic values work way bjp4india,-0.40136924,-0.12750357,-0.060642853,0.9918109
"Don't belittle Assembly and Testing operations. I have seen these industries across South Asia and how complex these technologies are. Even to get assembly and Testing in our country would be great starting step. Look at Malasia, Singapore etc. They don't have wafer manufacturing",belittle assembly testing operations seen industries across south asia complex technologies even get assembly testing country would great starting step look malasia singapore etc wafer manufacturing,-0.3265744,0.8199615,0.96535355,0.99675673
Modi Disaster For India,modi disaster india,-0.056606535,0.09329559,-0.1370384,0.014366608
Modi wants chips at any cost.,modi wants chips cost,-0.28766036,-0.363503,-0.3969009,-0.003559098
Where did you copy this from ? Because from your DP and RTâ€™s you look like a tomato potato guy,copy dp look like tomato potato guy,-0.04154366,-0.19654857,-0.14681216,0.014366608
"The factory will provide employment and genrate revenue all around, when a plant is set up workers their families, other surrounding people offering various services result in indirect income generation, labour is cheap for the company but enough for survival for many",factory provide employment genrate revenue around plant set workers families surrounding people offering various services result indirect income generation labour cheap company enough survival many,-0.05235158,0.22376472,0.03033643,0.99832493
"Bhayya, aap POTATO chips khake, 3 peg lagaake so jao.  Electronic chip manufacturing is a complex process. India was nowhere and now putting a first step for the same. When you wake you will know",bhayya aap potato chips khake 3 peg lagaake jao electronic chip manufacturing complex process india nowhere putting first step wake know,-0.5817543,-0.5988786,0.57122463,0.99845713
"BJP &CO...MODI & CO DESHA KO BARBAAD KARNE MAY LAGE HUVE HI....
JAI CONGRESS ....
JAI HERO OF THE NATION***RAHUL GANDHI JI***...
JAI KHARGE JI...AICC PRE",bjp co modi co desha ko barbaad karne may lage huve hi jai congress jai hero nation rahul gandhi ji jai kharge ji aicc pre,-0.15860775,-0.12309274,-0.18568005,0.056318782
Is the 70% in debt or equity?,70 debt equity,-0.08576571,-0.09962704,-0.1594087,0.014366608
"Even more curious is the fact that such mega projects are mainly going to a particular state, Gujrat.",even curious fact mega projects mainly going particular state gujrat,-0.41380185,-0.63158923,0.3551013,0.9986202
"You have raised a very important point , Please file a case against government as you also have battery of experienced lawyers,We can't allow our nation to be cheated.

I hope you or @INCIndia will file a case or it will remain an as usual SM 
rhetorics

Please confirm.",raised important point please file case government also battery experienced lawyers ca allow nation cheated hope incindia file case remain usual sm rhetorics please confirm,0.52653384,0.66135806,-0.82703227,-0.75888133
And the exaggerated price for MQ-9 Armed Drones that doesn't have AI.,exaggerated price armed drones ai,0.0071770838,-0.07992958,-0.15657093,0.014366608
If the CONS were in power signing this deal that would be 300% of this project cost in DamaadJiâ€™s pocket with no plant.,cons power signing deal would 300 project cost pocket plant,-0.08773163,-0.39974445,-0.1497066,0.014366608
India will pay means who will pay ? Is it a govt to corporate contact ? Are you privy to the agreement ? Pappu,india pay means pay govt corporate contact privy agreement pappu,0.052592255,0.14877407,-0.11609019,0.014366608
"@HMOIndia this is serious threat to nation and pls investigate this guy..Though his claims about 70% subsidy is correct,he is underplaying importance in national security..pls take necessary steps..",hmoindia serious threat nation pls investigate guy though claims 70 subsidy correct underplaying importance national security pls take necessary steps,-0.30509833,-0.19462086,-0.09551717,0.020616326
"NICE 
PROPAGANDA !! 

WHY WE HAVE 
SO MANY RECTUM
IN
BUDHUâ€™S
PARTY",nice propaganda many rectum party,-0.4189843,-0.47988737,0.25180238,0.98565155
Half cooked knowledge is dangerous Mr. Vimal if u have guts challenge it or keep u r mouth shut,half cooked knowledge dangerous vimal u guts challenge keep u r mouth shut,-0.050345268,-0.0553067,-0.33464894,-0.465402
Only fakesters are here. Inc fake star,fakesters inc fake star,0.18658029,0.14461628,-0.26850608,0.038854077
First I was curious then I realised it's a congressi account. Pappu bhakts should stay away from economics.,first curious realised congressi account pappu bhakts stay away economics,-0.3430497,-0.4323073,-0.2774909,0.02888475
How did Malaysia get streets ahead of us?,malaysia get streets ahead us,-0.011257974,0.042307712,-0.14782955,0.014366608
Then file a case on them instead of tweeting. People don't believe any INC at all. I don't know whether cong can sit as opposition in 2024 also.,file case instead tweeting people believe inc know whether cong sit opposition 2024 also,-0.11952927,-0.40331218,-0.112639695,0.03882093
"75 yrs because of congress slavery to lobby money we couldnt enter in semi ,,now its time somehow we should enter and later we should plan up expansion",75 yrs congress slavery lobby money couldnt enter semi time somehow enter later plan expansion,-0.12535128,0.06413,-0.14222784,0.04867532
"Tagore used to write using an assumed name Takechand Thakur.

I'm searching for Fakechand",tagore used write using assumed name takechand thakur searching fakechand,0.22418417,0.21022166,-0.07672229,0.03721805
May be money micron is investing is directly linked to Modi .,may money micron investing directly linked modi,-0.065521106,-0.14065611,-0.15599933,0.029294224
"So, Apply Burnol.",apply burnol,-0.030273763,-0.04672342,-0.23937759,0.014366608
See what your ring master was talking about HAL and now where it stands !! Remember any new thing we have to negotiate as per their terms and gradually it changes.. so far government has proved its willingness for made in india program so donâ€™t doubt it ..,see ring master talking hal stands remember new thing negotiate per terms gradually changes far government proved willingness made india program doubt,-0.32891932,-0.28026372,0.94968426,0.9991337
This is not freebee brother. The autograph seeker had oil in his hands and the fingures too.,freebee brother autograph seeker oil hands fingures,-0.08983812,-0.13578492,-0.16082698,0.018996486
He sells national wealth for his image building.,sells national wealth image building,0.10527886,0.25746733,-0.09719025,0.017922174
India gets knowledge .. u remember how bike business started .. indian company always dis partnership and then we are global leader .. same way we will do here as this investment heavy govt needs to support,india gets knowledge u remember bike business started indian company always dis partnership global leader way investment heavy govt needs support,0.087674364,0.28325757,-0.12321499,0.01832897
"Didn't expected this from @narendramodi and @BJP4India !!

Kaha hai tum logo Ki conscious!!?

God bless my #IncredibleIndia ",expected narendramodi bjp4india kaha hai tum logo ki conscious god bless incredibleindia,-0.14333752,-0.32786685,-0.21311036,0.03326741
"Why would a chip making company give all the rights to a foreign govt, when their product us a hot seller? Also, why would I package and assemble a chip somewhere else from the place I am fabricating? Just to attract dust...",would chip making company give rights foreign govt product us hot seller also would package assemble chip somewhere else place fabricating attract dust,-0.04222376,-0.17821214,0.6904659,0.99915564
"Conversion Mafia will not be tolerated in India

How Hindu to christian conversion process starts ..from schools with free bibles....and missionaries who have are fully funded by foreign church coming as ""tourist""",conversion mafia tolerated india hindu christian conversion process starts schools free bibles missionaries fully funded foreign church coming tourist,-0.20215827,0.82548374,0.7553951,0.9982808
"Aacha..another fakery started to fancy yours debates engaging supporters..same as alleged by yours side Anil Ambani given 30000 cr, Pegasus, Adani Hindenburg..and what not....",aacha another fakery started fancy debates engaging supporters alleged side anil ambani given 30000 cr pegasus adani hindenburg,0.09980944,-0.06569024,-0.86846846,-0.08604377
may be one Friend of him will take over then,may one friend take,-0.13022052,-0.030801237,-0.16697153,0.014366608
"Use less thought,, Dwell deep,, semi conductors life cycle is 5 years plus to get it operational,one would start to develop tech it will take another 5 years 

It's a give n take,, start somewhere with Outsourcing not a bad deal, Resources assembly lines,, know how will get done",use less thought dwell deep semi conductors life cycle 5 years plus get operational one would start develop tech take another 5 years give n take start somewhere outsourcing bad deal resources assembly lines know get done,0.039556764,-0.28642148,-0.49056247,-0.8287814
"Yes, see how Sonia got semiconductor fabrication plants to India at much lower cost",yes see sonia got semiconductor fabrication plants india much lower cost,-0.15901609,-0.104611225,-0.14159516,-0.6671896
Bhakts will never understand this model.,bhakts never understand model,-0.10960647,0.09817221,-0.20988932,0.014366608
Modi does not have spine to do business with US. Simple.,modi spine business us simple,-0.051771306,-0.024919568,-0.106444106,0.014366608
Ridiculous,ridiculous,0.046998933,0.054732084,-0.24009398,0.014366608
Lol ru product of INC lies factory? How much investment needed to chip manufacturing ind do u know? By the way wt is ur qualification other then product of INC lies factory?,lol ru product inc lies factory much investment needed chip manufacturing ind u know way wt ur qualification product inc lies factory,0.6997131,0.9612686,0.83111316,0.9552997
"Your sponcer countries ""Christian countries "" , provided billions as capex support for semi conductor industry. Now they are using you so that India do not progress in this segment. Good try.",sponcer countries christian countries provided billions capex support semi conductor industry using india progress segment good try,-0.47583264,-0.45217773,0.4948064,0.9907618
"Drone Deal ki kya hua ? Shelf life of narrative propaganda katam ? 

Any guesses how many days do you think the ecosystems this narrative will last ?",drone deal ki kya hua shelf life narrative propaganda katam guesses many days think ecosystems narrative last,-0.05604412,0.12267743,0.63999283,-0.81047827
Another Jumla from Mr. Feku?,another jumla feku,0.078253396,0.1490682,-0.14907347,0.014366608
While Modi Ji working for creating world class infrastructure in length and breadth of country while others are busy in lecturebaji,modi ji working creating world class infrastructure length breadth country others busy lecturebaji,-0.3360838,-0.2745538,-0.06446947,0.9482026
Abe bhadwe you don't even understand business. Aise tho HAL will start making Being type planes !,abe bhadwe even understand business aise tho hal start making type planes,0.11563814,0.0061617116,-0.24067512,0.017828539
"So this deal will get us nothing ???? Modi govt is spending for vacations ????? 

Don't give me the numbers to increase FDI in semi conductors and others why not think of understanding the business and let the employee train",deal get us nothing modi govt spending vacations give numbers increase fdi semi conductors others think understanding business let employee train,0.0064890874,0.100973,-0.23244013,0.027412765
"Poor guy. When RG sign deal with China, this guy was in bathroom shivering.",poor guy rg sign deal china guy bathroom shivering,-0.089580745,-0.23412797,-0.18720463,0.014366608
Khangressi are always opposed to India's Development keep crying,khangressi always opposed india development keep crying,0.03368988,0.031508844,-0.32511786,0.05255399
Haha...,haha,-0.02960807,-0.095484465,-0.2735391,0.014366608
This is your political statement. Any evidence to justify it,political statement evidence justify,0.11940089,0.25276038,-0.106198214,0.019154636
"Chutiya hai kya be.
Kuch bhi",chutiya hai kya kuch bhi,-0.10705099,-0.028767567,-0.39502865,0.014366608
"One has to start somewhere. Nobody is giving or expecting charity. If you want, make concessions. One day maybe we can stand on our own. Do you know how India became leader in steel production??? In beginning making large scale steel was something similar. Nuclear as well.",one start somewhere nobody giving expecting charity want make concessions one day maybe stand know india became leader steel production beginning making large scale steel something similar nuclear well,-0.25767642,0.77153563,0.89842814,0.99804026
"In any deal, your standing matters. Ability to negotiate is based on standing. India is positioning itself as an alternative.We have no standing except cash and promise of stability. People who are making the deal have best interest of India at heart.They are doing their best  Modiâ€™s team is seasoned and dedicated. He does business like a Gujju. The results are there to see in many sectors. By contrast, Congressis are only good for self doubt, negativism, groveling to the west and being Westâ€™s cheerleaders. At least Modi is doing somethingâ€¦",deal standing matters ability negotiate based standing india positioning standing except cash promise stability people making deal best interest india best team seasoned dedicated business like gujju results see many sectors contrast congressis good self doubt negativism groveling west cheerleaders least modi,0.314012,0.9721621,0.89274424,0.995685
@elonmusk hope you got a better deal than this?,elonmusk hope got better deal,-0.34366906,-0.50901806,-0.33552274,-0.0079614455
It will provide jobs to people... Nikammme journalists won't be employed of course,provide jobs people nikammme journalists wo employed course,0.04649638,0.29359132,-0.115276456,0.014366608
"In real this makes no sense for indian 
When modi says make in India made by indian why is micron coming in the pica firstly 
The lion in make in India was made hy Japanese what can u expect 
Whatever modi is saying that's all stories. Just like North Korea chief 
People shld thn",real makes sense indian modi says make india made indian micron coming pica firstly lion make india made hy japanese u expect whatever modi saying stories like north korea chief people shld thn,0.8097098,0.968423,0.7990519,0.9947255
"The Modi govt has refused travel visas to members of the US Commission on international religious freedom, to visit India & see the state of religious freedom in India.
Modi said any question of suppression of religious freedom in India is ridiculous & tolerance is in our DNA",modi govt refused travel visas members us commission international religious freedom visit india see state religious freedom india modi said question suppression religious freedom india ridiculous tolerance dna,-0.038398493,-0.0014546561,-0.024609162,0.06357512
"Who is USA to lecture Indians.
Firstly see your own country.
Lier.",usa lecture indians firstly see country lier,-0.07640583,-0.05461263,-0.1680393,0.08194989
"What's your challenge. Its our nation , its first. Rest is secondary. You are a human being and not a bug. Please behave.",challenge nation first rest secondary human bug please behave,-0.23301835,-0.26065686,-0.12927131,0.22047608
UPDATE... this is a 2016 issue.. SC Lawyer spreading fake news! ,update 2016 issue sc lawyer spreading fake news,0.11188184,0.23647468,-0.14133283,0.05598563
Bcos churches are responsible for current condition!,bcos churches responsible current condition,-0.16776124,-0.096893854,-0.2111732,0.73555154
"Dalal spotted!
Prashant Bhushan i want to come to your house and check if everything is fine sexually between your wife and you, if your son is able to satisfy his wife or not?
Would you let me stay inside the room sir 
Sir, we don't need clearance from anyone to prove ",dalal spotted prashant bhushan want come house check everything fine sexually wife son able satisfy wife would let stay inside room sir sir need clearance anyone prove,-0.087289475,0.75369656,0.8398315,0.90453917
"7-year-old video clip! In this interview, this dude said India denied visa third time. No place for evangelists' propaganda. Or else India would send a committee to USA to look into race discrimination, gun violence, and hunter biden laptop. None of them are good for democracy.",video clip interview dude said india denied visa third time place evangelists propaganda else india would send committee usa look race discrimination gun violence hunter biden laptop none good democracy,-0.560201,-0.57634157,-0.43668038,0.9912229
Everyone knows how this US Commission on International Religious Freedom works. Are all commissions only for India? Top class hypocrisy.,everyone knows us commission international religious freedom works commissions india top class hypocrisy,-0.45537552,-0.6681432,-0.0522478,0.9944845
"Take your BP tablet on time & also tablets for constipation, else need for posting old videos comes more frequently",take bp tablet time also tablets constipation else need posting old videos comes frequently,-0.5213526,-0.4590932,0.39108172,0.99859613
"Fake news.
This video is from 2016.
Please take it down.",fake news video please take,0.34954742,0.32190794,-0.106199495,0.014366608
"Check out whatâ€™s happening in Tunisia, Poland, Hungry, Britain, Sweden and France - you will love modi ji",check happening tunisia poland hungry britain sweden france love modi ji,-0.18698202,-0.31101072,0.19765553,0.7555499
"Such type of commission not required in India any more.

We have seen their work during British India...",type commission required india seen work british india,-0.118592136,0.10341083,-0.19423251,0.014366608
Freedom,freedom,-0.04738663,-0.027209774,-0.17609705,0.014366608
agar aayenge to puri tarah se haqeeqat saamne aa jayega aur Modi ji ka India ka poll khul jayega.,agar aayenge puri tarah se haqeeqat saamne aa jayega aur modi ji ka india ka poll khul jayega,-0.08431843,0.14229268,-0.12004001,0.052801214
"In China there are Buddhists (or there used to be once), and Muslims too. Has this organisation tried contacting the Chinese authorities and enquire into the question of religious freedom there? Why some US organisations with a â€˜holier than thouâ€™ attitude  want to behave like aâ€¦Â Show more",china buddhists used muslims organisation tried contacting chinese authorities enquire question religious freedom us organisations attitude want behave like show,0.085717924,0.42108393,-0.21594843,0.98679745
"â€˜Hypocrisy is homage paid by vice to virtue.â€™ 
India is a secular and republic nation.
Thereâ€™s nothing to hide from anyone.
â€˜The world is one family.â€™
Our DNA is composed of all the ingredients that made natural man.
Our instincts and behaviour are natural too. 
May God bless ourâ€¦Â Show more",homage paid vice india secular republic nation nothing hide anyone world one dna composed ingredients made natural man instincts behaviour natural may god bless show,-0.23400506,-0.19703259,0.67775416,0.9989734
"Why aren't the visas issued to this team of three people?
The reasons could be two-fold.
1.  You are trying to hide the ground reality here, which is in contravention to your statement in USA recently.
2.  You are afraid of mass conversation to Christianity by a visit of threeâ€¦Â Show more",visas issued team three people reasons could trying hide ground reality contravention statement usa recently afraid mass conversation christianity visit show,0.039535455,0.2364299,-0.26079217,-0.7190819
We are shortly sending a delegation to examin the freedom of trrrorism the Jihadis & Kahlistanis enjoying USA against India.,shortly sending delegation examin freedom trrrorism jihadis kahlistanis enjoying usa india,-0.44543418,-0.5296064,0.04496496,0.99409413
"Step out of your comfort zone today!
Follow me for power encouragement!",step comfort zone today follow power encouragement,-0.11619459,-0.0006116687,-0.11474239,0.014366608
US commission for religious freedom in India ? What do they have to do here. Good that they have rejected the visa. Let them go to china.,us commission religious freedom india good rejected visa let go china,-0.56885636,-0.61373717,0.63904303,0.998172
"You can find yogis, sadhus, swamis, gurus and dongi babas in every flight  to the USA  Europe",find yogis sadhus swamis gurus dongi babas every flight usa europe,-0.07805863,-0.11732265,-0.1428549,0.014366608
Why some people in India are playing into the hands of foreign agencies to defame India and it's people.,people india playing hands foreign agencies defame india people,-0.01449986,-0.055511527,-0.10715159,0.014366608
"He is absolutely right . 

You jokers can try your best in implementing your anti India toolkit ....",absolutely right jokers try best implementing anti india toolkit,-0.5563438,-0.60318893,0.8089522,0.99777234
Who the F is US to send an agency? We ainâ€™t a vassal state -,f us send agency vassal state,-0.032962304,-0.08078168,-0.1896178,0.014366608
"Mr.Bhushan file a writ petition before the supreme court, invoke planery powers, if it is not maintainable though chances are less,please file a petition before the International Court of Justice.
make a prayer, we brown,dirty Indians do not know how to rule ourselves,",file writ petition supreme court invoke planery powers maintainable though chances less please file petition international court justice make prayer brown dirty indians know rule,-0.10923829,-0.40948182,-0.8138952,-0.6712044
"GOI can further state that it is the minority M & C organizations that are parasitic, land looting, becoming biggest owners of land in India, preventing Hindu ownership of their temples, constant assault on Hindu assets & culture through forced conversions, mayhem and dupery.",goi state minority c organizations parasitic land looting becoming biggest owners land india preventing hindu ownership temples constant assault hindu assets culture forced conversions mayhem dupery,0.067223735,-0.32419887,0.75117123,0.9975655
"Why is someone in US considered to be police of the world?
When will certain ppl let go of their white skin slave mentality?
Let then care for their own problems such as police atrocities on blacks etc...",someone us considered police world certain ppl let go white skin slave mentality let care problems police atrocities blacks etc,0.46224827,0.622102,-0.15877102,0.99938256
Falsehood is in DNA of Modi. Why you fear if your conscience is clear.,falsehood dna modi fear conscience clear,-0.23196922,-0.32547978,-0.47581252,0.41280854
"Is this commission the owner of India?What is this commissions contribution in India's Development?
We don't want outsiders survey in India.
Try this in Afghanistan
Country which left Ammunitions worth millions in Afghanistan2go in the hands of Terrorists want2do survey in India.",commission owner india commissions contribution india development want outsiders survey india try afghanistan country left ammunitions worth millions afghanistan2go hands terrorists want2do survey india,-0.098884754,-0.4778278,0.717584,0.9986748
Time to send @TajinderBagga  to your office once again to repeat the 7 year old treatment given to open up your gobbar brajn,time send tajinderbagga office repeat 7 year old treatment given open gobbar brajn,-0.15813108,-0.07735014,-0.023589076,0.03078973
"Great decision by Modi govt. High time to keep break Indua forces out of country.  Also, the ones inside need to be dealt with strict punishment",great decision modi govt high time keep break indua forces country also ones inside need dealt strict punishment,0.5736813,0.8395995,0.77351415,0.5470522
Seems you choke day and night with the name Modi.,seems choke day night name modi,0.0027732,0.089159556,-0.1090626,0.014366608
We damn give shiiit to you and your commission,damn give shiiit commission,0.045389485,0.09408414,-0.12739716,0.014366608
"why dont these international xtian conversion religious freedom gang first bring back those christians who are not even going to church and leaving the xtianity in US, Europe? What this organisation did when lakhs of xtians have been killed in Iraq, Syria etc.?",dont international xtian conversion religious freedom gang first bring back christians even going church leaving xtianity us europe organisation lakhs xtians killed iraq syria etc,0.74913806,0.94681054,0.7336649,0.9989599
"Very good decision. We Hindustanis don't want our enemies come here,  creat disturbance with help of urban naxlites, lueytens sold out journalist, anti nationals",good decision hindustanis want enemies come creat disturbance help urban naxlites lueytens sold journalist anti nationals,0.39966854,0.8154597,-0.018737111,0.97256106
"Sharing old videos just like ur old age.
Sold ur soul???",sharing old videos like ur old age sold ur soul,-0.44997796,-0.51196265,0.7954747,0.98988
A great loss to you and your LeLi cabal ,great loss leli cabal,-0.48621336,-0.4725377,0.15373266,0.006918204
"Lawmakers in  France have approved a bill that will allow police to secretly access the cameras, microphones and location of suspects via their mobile phones.

Nothing is safe.      Barath soil Democracy is alive in BJP rule with Honest & Transparent !!!",lawmakers france approved bill allow police secretly access cameras microphones location suspects via mobile phones nothing safe barath soil democracy alive bjp rule honest transparent,-0.37853914,0.39251742,0.76690423,0.99942124
U must go to Pakistan to see the situation of religious freedom as forceful conversion of christian is rampant,u must go pakistan see situation religious freedom forceful conversion christian rampant,-0.23705308,-0.19216433,-0.19149087,0.07200139
Well done Modi. Such sponsored  and self proclaimed rating agencies had enough fun during the Indian government headed by weak PMs and slaves of a family. Now it's time to put them in their place. People are free to move to any of the  57 Islamic states safer than india.,well done modi sponsored self proclaimed rating agencies enough fun indian government headed weak pms slaves family time put place people free move 57 islamic states safer india,0.34724513,0.44357264,-0.055452865,0.9938953
"Why deny visas if New India has nothing to hide? Also @ThomasReeseSJ is wrong one account. There's no conflict between Hindus and Muslims since 2014, instead minorities are being lynched by section of majority for superfluous reasons by vigilantes who has govt backing.",deny visas new india nothing hide also thomasreesesj wrong one account conflict hindus muslims since 2014 instead minorities lynched section majority superfluous reasons vigilantes govt backing,0.060822353,0.452369,-0.53205717,0.14064506
It's clearly admission by Modi govt that no religious freedom in India and violence against minorities specially Muslim community are being done in present regime,clearly admission modi govt religious freedom india violence minorities specially muslim community done present regime,-0.09253889,-0.025522787,0.38645712,0.9879967
"Yeah special invitation by the Mahagathbandhan to create ruckus in the country and then project it on world platform, coz for 10 years nothing wrong happened now they have started train accidents, discrimination story n what not. No one can stop Modi ji from coming to power again",yeah special invitation mahagathbandhan create ruckus country project world platform coz 10 years nothing wrong happened started train accidents discrimination story n one stop modi ji coming power,0.08727919,0.9148185,-0.42627984,0.99913704
Modi is a disgrace to our great civilization and there cannot be any second opinion about it. But that should not blind us towards many human rights organizations based in the US who are working in many countries to accomplish regime change,modi disgrace great civilization second opinion blind us towards many human rights organizations based us working many countries accomplish regime change,-0.041883085,0.52122515,0.81967694,0.9972193
How about your team reviewing human rights violations in America against Indians by white rascists and terrorists Khalistanis???,team reviewing human rights violations america indians white rascists terrorists khalistanis,-0.24056797,-0.43688506,-0.12517376,0.8799297
WHY OUTSIDERS COME IN INDIA & DO ILLEGAL SURVEY & CREATE HAVOC IN COUNTRY .,outsiders come india illegal survey create havoc country,0.1196865,0.33988273,-0.06260408,0.035686772
